Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
1.0,82.01733,0.49621034,35.709652,37.0,1209.5583,0.022958603,0.03338624,0.0,0.06232972,Dec,2,2,1,1,Returning_Visitor,False,False
2.2683165,82.01733,0.0,0.0,39.0,805.7917,0.007692308,0.013846154,5.992809,0.06232972,Dec,2,2,1,1,Returning_Visitor,False,False
2.2683165,406.0,0.49621034,35.709652,55.0,1176.0029,0.003508772,0.017278044,0.0,0.06232972,May,3,2,1,2,Returning_Visitor,True,False
11.0,82.01733,0.49621034,35.709652,68.0,1176.0029,0.022958603,0.043039773,0.0,0.0,Sep,2,2,1,3,Returning_Visitor,False,True
2.0,28.0,0.49621034,0.0,42.0,1329.6666,0.022958603,0.002325581,80.04344,0.0,May,2,2,1,4,Returning_Visitor,False,True
2.0,5.0,0.49621034,0.0,0.0,0.0,0.0,0.06666667,0.0,0.8,May,1,1,8,5,New_Visitor,False,False
2.2683165,0.0,0.0,35.709652,22.0,584.5,0.022958603,0.036363635,5.992809,0.0,May,2,1,9,4,Returning_Visitor,False,False
0.0,82.01733,0.0,0.0,1.0,1176.0029,0.2,0.2,0.0,0.0,Dec,2,2,1,13,Returning_Visitor,False,False
2.2683165,268.41666,0.49621034,0.0,41.0,1176.0029,0.0,0.011904762,5.992809,0.06232972,Nov,2,2,1,2,Returning_Visitor,False,True
3.0,14.0,0.0,35.709652,36.0,1176.0029,0.0,0.043039773,0.0,0.06232972,Dec,2,2,1,10,Returning_Visitor,False,False
7.0,82.01733,0.49621034,35.709652,31.66452,1538.0568,0.013333333,0.043039773,11.15669,0.06232972,Jul,3,2,3,2,Returning_Visitor,False,False
2.2683165,0.0,0.0,35.709652,31.66452,0.0,0.2,0.043039773,0.0,0.0,Nov,8,2,9,2,New_Visitor,False,False
0.0,0.0,0.0,0.0,4.0,87.875,0.0,0.043039773,5.992809,0.0,Nov,1,1,1,2,Returning_Visitor,False,True
2.2683165,82.01733,0.0,0.0,4.0,66.0,0.0,0.043039773,0.0,0.0,Dec,2,2,4,2,Returning_Visitor,False,False
9.0,266.74335,0.49621034,1312.4,26.0,743.4767,0.0,0.021969697,9.284546,0.0,Nov,2,2,1,2,Returning_Visitor,True,True
5.0,41.7,1.0,114.0,401.0,14568.162,0.022958603,0.020148948,5.992809,0.06232972,Nov,2,2,4,1,Returning_Visitor,False,True
2.2683165,59.533333,0.0,0.0,31.66452,183.65,0.0,0.011764706,0.0,0.0,Sep,2,2,1,2,New_Visitor,False,False
0.0,0.0,1.0,35.709652,8.0,320.26666,0.0,0.044444446,5.992809,0.0,Oct,2,2,1,20,Returning_Visitor,False,True
0.0,82.01733,0.0,0.0,18.0,103.833336,0.022958603,0.043039773,5.992809,0.0,May,2,2,1,3,Returning_Visitor,False,False
2.2683165,0.0,0.0,0.0,31.66452,1176.0029,0.022958603,0.02142857,8.391282,0.06232972,Oct,2,1,1,2,Returning_Visitor,False,True
2.2683165,40.0,0.0,35.709652,31.66452,1494.5,0.022958603,0.004545455,0.0,0.06232972,May,2,2,1,2,Returning_Visitor,False,False
1.0,82.01733,0.0,0.0,31.66452,1296.0,0.0,0.013333333,0.0,0.0,May,2,2,2,3,Returning_Visitor,False,False
2.2683165,47.3,0.49621034,0.0,14.0,1176.0029,0.022958603,0.010526316,5.992809,0.0,Oct,4,1,3,5,New_Visitor,False,True
0.0,82.01733,0.0,35.709652,31.66452,1176.0029,0.058550727,0.09294467,5.992809,0.06232972,May,3,2,8,13,Returning_Visitor,True,False
5.0,176.25,0.0,35.709652,31.66452,1183.05,0.0,0.043039773,5.992809,0.06232972,Dec,2,2,1,2,Returning_Visitor,False,False
2.0,82.01733,2.0,162.0,17.0,481.66666,0.024561403,0.043039773,5.992809,0.06232972,Mar,2,2,1,2,Returning_Visitor,False,False
1.0,27.5,0.49621034,35.709652,11.0,243.66667,0.022958603,0.043039773,5.992809,0.06232972,Mar,3,2,1,3,Returning_Visitor,False,False
10.0,593.4667,1.0,21.2,39.0,1110.9667,0.004255319,0.043039773,112.44062,0.0,Sep,2,2,1,2,Returning_Visitor,False,False
2.2683165,82.01733,0.0,0.0,31.66452,1176.0029,0.002083333,0.010671296,16.35594,0.0,May,2,2,3,3,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,31.66452,669.96796,0.013793103,0.01724138,5.992809,0.06232972,Mar,2,2,6,2,Returning_Visitor,False,False
0.0,0.0,1.0,35.709652,12.0,276.0,0.022958603,0.008333333,0.0,0.0,May,2,5,9,2,New_Visitor,False,False
2.2683165,0.0,0.49621034,0.0,9.0,250.5,0.0,0.044444446,5.992809,0.0,Mar,2,2,7,1,Returning_Visitor,True,False
2.0,82.01733,0.0,0.0,6.0,162.75,0.022958603,0.025,0.0,0.0,May,1,2,1,2,Returning_Visitor,False,False
2.2683165,29.0,0.0,35.709652,25.0,381.35715,0.0,0.004166667,5.992809,0.06232972,May,2,2,1,2,New_Visitor,False,False
2.2683165,164.06667,0.0,0.0,37.0,1553.5238,0.022958603,0.01025641,0.0,0.06232972,Sep,2,2,1,2,Returning_Visitor,False,False
2.2683165,0.0,0.0,0.0,31.66452,343.25,0.022958603,0.028571429,5.992809,0.06232972,May,2,2,2,7,Returning_Visitor,False,True
4.0,76.0,0.0,0.0,39.0,1936.55,0.004761905,0.023809524,5.513976,0.0,Mar,4,1,3,2,Returning_Visitor,False,False
2.2683165,82.01733,0.49621034,0.0,31.66452,1176.0029,0.0,0.02142857,0.0,0.0,Nov,4,2,6,3,Returning_Visitor,False,False
3.0,82.01733,0.0,0.0,58.0,2034.262,0.00862069,0.035172414,0.0,0.06232972,May,2,2,1,1,Returning_Visitor,False,True
7.0,82.01733,0.0,35.709652,23.0,502.525,0.007142857,0.043039773,0.0,0.0,May,2,5,3,2,Returning_Visitor,True,False
2.2683165,0.0,0.49621034,0.0,13.0,1176.0029,0.03076923,0.046153847,5.992809,0.0,Dec,2,2,1,1,Returning_Visitor,False,False
2.2683165,82.01733,0.0,35.709652,14.0,291.6,0.0,0.08571429,5.992809,1.0,May,2,2,1,2,Returning_Visitor,True,False
0.0,82.01733,0.49621034,0.0,10.0,1656.6666,0.06,0.1,0.0,0.0,Mar,4,2,1,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,23.0,1434.9083,0.022958603,0.043039773,0.0,0.06232972,Dec,1,1,1,2,Returning_Visitor,False,False
2.2683165,82.01733,0.0,35.709652,15.0,688.18335,0.0,0.011904762,43.03066,0.0,Dec,2,1,1,2,New_Visitor,False,True
0.0,0.0,0.0,35.709652,4.0,568.4783,0.022958603,0.06828571,0.0,0.4,May,2,2,1,7,Returning_Visitor,False,False
2.2683165,82.01733,0.0,0.0,128.0,1799.1443,0.022958603,0.020182874,0.0,0.8,May,3,2,3,13,Returning_Visitor,False,False
2.2683165,82.01733,0.0,35.709652,31.66452,1176.0029,0.2,0.2,0.0,0.06232972,Dec,1,1,7,2,Returning_Visitor,False,False
2.2683165,965.5,0.0,0.0,30.0,1895.1333,0.022958603,0.011186186,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,31.66452,553.5,0.022958603,0.043039773,5.992809,0.0,May,2,5,1,4,Returning_Visitor,False,True
2.0,26.178572,0.49621034,665.5,14.0,1176.0029,0.022958603,0.043661654,5.992809,0.0,May,3,2,1,10,Returning_Visitor,False,False
5.0,39.7,0.49621034,35.709652,31.66452,1176.0029,0.0,0.018333333,0.0,0.0,Sep,2,2,4,4,Returning_Visitor,False,False
0.0,0.0,0.49621034,0.0,91.0,1176.0029,0.002747253,0.023321124,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
2.2683165,200.22223,0.49621034,126.0,146.0,1176.0029,0.022958603,0.043039773,5.9420257,0.4,May,2,2,3,2,Returning_Visitor,False,False
0.0,82.01733,0.0,0.0,8.0,1176.0029,0.022958603,0.025,5.992809,0.06232972,Mar,2,2,1,10,Returning_Visitor,False,False
2.2683165,208.4,0.0,0.0,13.0,177.73334,0.0,0.03125,5.992809,0.0,May,1,1,8,4,Returning_Visitor,False,False
2.2683165,0.0,0.0,0.0,5.0,476.0,0.013333333,0.093333334,0.0,0.0,May,2,4,1,1,Returning_Visitor,False,False
0.0,0.0,0.49621034,0.0,65.0,6053.467,0.005208333,0.026197918,5.992809,0.0,Sep,2,4,9,3,Returning_Visitor,False,False
2.2683165,0.0,0.0,0.0,5.0,41.666668,0.022958603,0.04,0.0,0.0,Dec,2,2,1,2,New_Visitor,False,False
0.0,82.01733,0.49621034,0.0,2.0,0.0,0.2,0.2,5.992809,0.0,Nov,2,10,2,2,Returning_Visitor,False,False
8.0,259.83334,0.49621034,0.0,26.0,535.4667,0.022958603,0.011494253,5.992809,0.0,May,2,2,1,4,Returning_Visitor,False,False
0.0,0.0,0.49621034,0.0,31.66452,58.0,0.0,0.043039773,0.0,0.0,May,2,2,4,3,Returning_Visitor,False,False
2.2683165,0.0,0.0,0.0,8.0,1176.0029,0.022958603,0.05,5.992809,0.06232972,May,2,2,9,1,Returning_Visitor,False,False
2.0,318.2,0.0,0.0,31.66452,117.0,0.05,0.05,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
2.2683165,0.0,0.0,0.0,31.66452,1062.6666,0.022958603,0.0125,5.992809,0.0,Sep,4,1,1,4,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,31.66452,0.0,0.022958603,0.2,0.0,0.0,May,3,2,1,1,Returning_Visitor,False,False
2.2683165,201.85,2.0,35.709652,31.66452,1458.9362,0.0,0.043039773,0.0,0.06232972,Aug,3,2,3,1,New_Visitor,False,False
2.2683165,173.26321,0.0,0.0,49.0,1176.0029,0.02384954,0.023755148,20.667246,0.0,Nov,3,2,1,1,Returning_Visitor,False,True
1.0,19.2,0.0,35.709652,22.0,443.83334,0.0,0.043039773,0.0,0.0,Nov,1,1,2,3,Returning_Visitor,False,False
2.2683165,364.33334,2.0,19.0,31.66452,1176.0029,0.022958603,0.029549858,5.052146,0.0,May,2,2,1,2,Returning_Visitor,False,False
6.0,299.0,0.49621034,35.709652,36.0,696.4028,0.022958603,0.002631579,5.992809,0.0,May,2,2,2,4,New_Visitor,True,False
0.0,82.01733,0.0,35.709652,12.0,1176.0029,0.016666668,0.020833332,0.0,0.0,May,2,2,7,4,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,10.0,214.25,0.0,0.025,5.992809,0.06232972,May,3,2,2,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,31.66452,801.80237,0.0,0.0035,5.992809,0.0,Mar,2,2,3,1,Returning_Visitor,False,False
0.0,0.0,0.49621034,35.709652,31.66452,727.5,0.022958603,0.016666668,5.992809,0.0,May,2,2,3,1,Returning_Visitor,False,False
2.2683165,82.01733,1.0,11.0,31.66452,277.35,0.022958603,0.021904763,0.0,0.0,Sep,2,2,9,2,Returning_Visitor,False,False
8.0,82.01733,0.49621034,172.0,31.66452,176.81937,0.019444443,0.065189146,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
2.2683165,48.5,2.0,32.0,45.0,2336.3193,0.020833332,0.03923611,0.0,0.0,Dec,1,1,1,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,4.0,137.0,0.0,0.075,5.992809,0.0,May,4,1,3,3,Returning_Visitor,False,False
3.0,65.92857,0.0,0.0,17.0,1176.0029,0.022958603,0.009803922,25.277605,0.0,Dec,2,2,2,2,Returning_Visitor,False,True
0.0,82.01733,0.0,35.709652,143.0,4977.851,0.008732394,0.043039773,0.0,0.0,May,2,2,3,1,Returning_Visitor,False,False
2.2683165,853.73596,2.0,35.709652,584.0,24844.156,0.00209938,0.009346937,4.5111003,0.0,May,2,4,3,2,Returning_Visitor,False,False
2.0,82.01733,0.0,0.0,10.0,753.1,0.0,0.043039773,5.992809,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
4.0,118.8,0.0,0.0,11.0,805.5,0.022958603,0.03333333,0.0,0.06232972,May,1,1,1,3,Returning_Visitor,False,False
2.2683165,82.01733,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.06232972,Dec,2,2,6,2,Returning_Visitor,False,False
3.0,294.2,2.0,35.709652,60.0,1994.0238,0.022958603,0.037014928,0.0,0.0,Sep,3,2,6,2,Returning_Visitor,False,False
0.0,0.0,0.49621034,0.0,31.66452,213.5,0.0,0.05,5.992809,0.06232972,Mar,2,5,1,1,Returning_Visitor,True,False
0.0,82.01733,0.0,0.0,17.0,1040.1,0.0,0.013333333,5.992809,0.0,Dec,2,2,5,2,New_Visitor,False,True
1.0,7.1,0.0,0.0,31.66452,1176.0029,0.0,0.043039773,0.0,0.06232972,June,2,2,3,2,Returning_Visitor,False,False
8.0,144.5,4.0,181.72223,52.0,2826.79,0.022958603,0.043039773,0.0,0.0,May,2,2,3,13,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,1.0,1176.0029,0.2,0.043039773,0.0,0.0,Mar,3,2,3,2,Returning_Visitor,False,False
9.0,82.01733,0.0,35.709652,27.0,399.69394,0.0,0.009195402,5.992809,0.0,Mar,1,2,1,2,New_Visitor,False,False
0.0,0.0,0.49621034,35.709652,40.0,1176.0029,0.023076924,0.043039773,0.0,0.0,Nov,2,2,3,1,Returning_Visitor,True,False
0.0,82.01733,0.49621034,0.0,10.0,1176.0029,0.022958603,0.018181818,17.296764,0.06232972,May,2,2,5,2,New_Visitor,True,True
2.0,82.01733,1.0,2.0,11.0,1176.0029,0.0,0.00515873,0.0,0.0,Mar,3,2,1,2,Returning_Visitor,False,False
0.0,0.0,0.0,35.709652,31.66452,1176.0029,0.022222223,0.044444446,5.992809,0.06232972,May,2,2,3,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,1176.0029,0.2,0.043039773,0.0,0.06232972,May,1,2,3,2,Returning_Visitor,False,False
2.2683165,82.01733,0.0,0.0,11.0,143.0,0.0,0.014285714,0.0,0.0,May,2,10,8,2,Returning_Visitor,False,False
10.0,82.01733,1.0,35.709652,31.66452,1176.0029,0.04009662,0.059661835,1.6803188,0.06232972,May,2,2,5,1,Returning_Visitor,False,False
2.2683165,82.01733,1.0,35.709652,31.66452,1171.0714,0.007407407,0.043039773,11.077032,0.0,Dec,2,2,1,1,Returning_Visitor,False,False
2.0,87.25,0.0,35.709652,31.66452,1176.0029,0.032738093,0.043039773,5.992809,0.8,May,2,4,1,3,Returning_Visitor,False,False
2.2683165,305.9053,1.0,35.709652,101.0,6038.2446,0.001904762,0.043039773,51.36077,0.0,Nov,2,4,3,2,Returning_Visitor,True,True
4.0,82.01733,1.0,35.709652,31.66452,2910.6323,0.005833333,0.017587302,25.050621,0.0,May,3,2,1,2,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,31.66452,0.0,0.2,0.043039773,0.0,0.06232972,May,3,2,6,2,Returning_Visitor,True,False
3.0,82.01733,0.49621034,0.0,258.0,1176.0029,0.022958603,0.011675429,0.0,0.0,Dec,2,2,2,1,Returning_Visitor,False,False
0.0,0.0,1.0,257.0,31.0,1906.8,0.022958603,0.048125,22.629896,0.4,May,2,2,2,11,Returning_Visitor,False,True
2.0,334.25,4.0,92.166664,31.66452,70.75,0.0,0.043039773,0.0,0.0,Dec,2,1,1,10,Returning_Visitor,True,False
2.2683165,82.01733,0.0,0.0,2.0,1176.0029,0.0,0.06666667,21.478994,0.0,Oct,1,8,6,20,Returning_Visitor,True,True
0.0,0.0,0.0,0.0,7.0,1176.0029,0.022958603,0.071428575,0.0,0.0,Nov,2,2,2,2,Returning_Visitor,False,False
4.0,248.66667,0.49621034,382.33334,30.0,1176.0029,0.022958603,0.043039773,9.511714,0.06232972,May,2,2,2,2,Returning_Visitor,False,True
9.0,424.0,0.0,0.0,6.0,1176.0029,0.0,0.043039773,5.992809,0.0,May,3,5,1,5,New_Visitor,False,False
3.0,37.2,1.0,0.0,31.66452,14.0,0.0,0.03333333,0.0,0.06232972,Sep,2,7,7,2,New_Visitor,True,False
7.0,82.01733,3.0,35.709652,31.66452,1176.0029,0.007586207,0.025532177,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,True,True
0.0,0.0,0.49621034,0.0,10.0,1176.0029,0.0,0.02,0.0,0.0,May,2,2,3,8,Returning_Visitor,False,False
2.2683165,0.0,0.0,0.0,12.0,1176.0029,0.0,0.008333333,0.0,0.06232972,Oct,2,2,3,4,Returning_Visitor,False,False
0.0,82.01733,0.49621034,0.0,56.0,1510.0067,0.07413793,0.09448276,5.992809,0.0,Aug,3,2,1,2,Returning_Visitor,False,False
0.0,0.0,0.49621034,35.709652,31.66452,1176.0029,0.022958603,0.042424243,0.0,0.0,Jul,2,4,1,2,Returning_Visitor,False,False
2.2683165,82.01733,0.49621034,13.5,31.66452,1005.8492,0.022958603,0.007986111,5.992809,0.0,May,1,1,3,3,Returning_Visitor,False,False
2.2683165,0.0,0.0,35.709652,28.0,1176.0029,0.022958603,0.026839826,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
0.0,0.0,0.49621034,0.0,1.0,0.0,0.2,0.043039773,0.0,0.06232972,Aug,3,3,1,2,Returning_Visitor,True,False
0.0,0.0,0.49621034,0.0,48.0,2235.0,0.022958603,0.025362318,9.127391,0.0,May,2,2,1,2,Returning_Visitor,False,False
1.0,12.0,0.0,35.709652,31.66452,919.89954,0.0,0.017091837,7.3650904,0.0,Aug,2,5,1,2,Returning_Visitor,False,True
2.2683165,82.01733,0.0,0.0,31.66452,1176.0029,0.022958603,0.03747619,0.0,0.0,Mar,3,2,2,1,Returning_Visitor,False,False
0.0,82.01733,0.0,0.0,31.66452,1176.0029,0.022958603,0.035714287,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
2.2683165,24.5,0.0,0.0,27.0,1176.0029,0.022958603,0.01469428,0.0,0.0,Dec,2,2,2,2,Returning_Visitor,False,False
0.0,0.0,0.0,35.709652,31.66452,169.98666,0.0125,0.03333333,21.272718,0.0,Jul,2,2,7,2,New_Visitor,False,True
2.2683165,96.0,6.0,35.709652,16.0,1176.0029,0.012820513,0.043039773,0.0,0.0,Nov,2,2,7,1,Returning_Visitor,True,False
0.0,82.01733,0.49621034,0.0,3.0,1176.0029,0.022958603,0.043039773,0.0,0.06232972,June,2,2,2,1,Returning_Visitor,False,False
2.2683165,97.75,1.0,35.709652,12.0,257.41666,0.006666667,0.043039773,5.992809,0.06232972,Nov,3,2,6,3,Returning_Visitor,False,False
5.0,82.01733,2.0,15.0,34.0,1176.0029,0.0,0.024324324,0.0,0.0,May,1,1,1,2,Returning_Visitor,True,True
2.2683165,82.01733,0.49621034,35.709652,5.0,155.25,0.0,0.12,0.0,0.0,Nov,2,2,1,1,Returning_Visitor,False,False
1.0,82.01733,0.0,0.0,148.0,3486.1943,0.008697765,0.017685454,0.0,0.0,May,3,2,4,1,Returning_Visitor,False,False
0.0,0.0,0.49621034,35.709652,3.0,45.0,0.022958603,0.06666667,5.992809,0.0,May,2,5,1,2,Returning_Visitor,False,False
1.0,100.0,0.49621034,0.0,9.0,246.16667,0.0,0.025,0.0,0.0,Dec,3,2,8,2,Returning_Visitor,False,False
2.2683165,0.0,0.0,0.0,31.66452,709.75,0.029166667,0.043055557,5.992809,0.0,Nov,2,2,1,2,Returning_Visitor,True,False
5.0,82.01733,0.0,35.709652,31.66452,1011.31946,0.019607844,0.046744235,3.3226604,0.0,May,2,2,1,1,Returning_Visitor,False,True
0.0,82.01733,0.0,0.0,41.0,1176.0029,0.0125,0.026666667,0.0,0.4,May,2,2,6,1,Returning_Visitor,False,False
2.2683165,0.0,0.0,0.0,6.0,117.0,0.083333336,0.08888889,0.0,0.0,May,3,2,1,3,Returning_Visitor,False,False
2.0,39.4,0.0,0.0,31.66452,673.65,0.022958603,0.043039773,5.992809,0.0,Nov,4,2,6,3,Returning_Visitor,True,True
0.0,0.0,5.0,161.5,60.0,1176.0029,0.022958603,0.005026455,31.318857,0.0,May,2,2,6,2,Returning_Visitor,False,True
19.0,341.81668,0.49621034,51.4,31.66452,9661.586,0.00304414,0.012547206,3.4593842,0.06232972,Sep,2,2,1,1,Returning_Visitor,False,False
2.0,136.4,0.0,0.0,31.66452,1275.2693,0.0,0.043039773,0.0,0.0,Nov,3,2,4,2,Returning_Visitor,True,False
0.0,82.01733,0.0,0.0,1.0,0.0,0.022958603,0.043039773,0.0,0.0,May,2,2,1,2,Returning_Visitor,False,False
3.0,82.01733,0.0,0.0,24.0,1176.0029,0.022958603,0.025333334,0.0,0.0,Nov,1,2,7,2,New_Visitor,False,True
0.0,0.0,1.0,104.0,9.0,244.66667,0.05,0.096,0.0,1.0,May,2,2,3,4,Returning_Visitor,True,False
2.2683165,0.0,0.0,35.709652,31.66452,17.0,0.0,0.043039773,0.0,0.06232972,Nov,2,2,1,3,Returning_Visitor,False,False
2.2683165,0.0,0.0,0.0,71.0,1176.0029,0.022958603,0.009285714,4.718931,0.0,May,4,1,1,2,Returning_Visitor,False,False
5.0,82.01733,0.0,0.0,7.0,1176.0029,0.022958603,0.026666667,0.0,0.0,Mar,3,2,4,2,Returning_Visitor,False,False
9.0,110.40909,0.49621034,35.709652,62.0,3120.2112,0.00056338,0.017396906,7.891171,0.06232972,May,2,2,1,10,Returning_Visitor,False,False
2.2683165,0.0,2.0,23.0,31.66452,1176.0029,0.03333333,0.06,5.992809,0.6,May,2,2,1,4,Returning_Visitor,False,False
2.2683165,82.01733,0.0,0.0,5.0,151.2,0.0,0.053333335,0.0,0.8,May,7,1,3,1,Returning_Visitor,False,False
7.0,440.58334,0.49621034,0.0,48.0,1777.7024,0.0,0.021538462,5.992809,0.0,May,2,2,1,2,Returning_Visitor,False,False
1.0,29.0,0.0,0.0,20.0,451.93332,0.014285714,0.020634921,0.0,0.06232972,May,2,2,1,2,Returning_Visitor,False,False
0.0,0.0,0.0,35.709652,31.66452,1230.3682,0.004347826,0.043039773,5.992809,0.06232972,May,2,2,1,2,Returning_Visitor,False,False
2.2683165,0.0,0.0,35.709652,17.0,287.5,0.06666667,0.043039773,0.0,0.8,May,3,2,4,2,Returning_Visitor,False,False
2.0,45.0,0.49621034,35.709652,22.0,1176.0029,0.022958603,0.043039773,5.997143,0.06232972,May,2,2,1,13,Returning_Visitor,False,False
0.0,0.0,0.49621034,35.709652,2.0,1176.0029,0.2,0.043039773,0.0,0.6,May,2,2,1,2,Returning_Visitor,False,False
0.0,82.01733,0.49621034,0.0,21.0,1176.0029,0.015238095,0.06761905,0.0,0.0,Jul,2,2,3,1,Returning_Visitor,False,False
1.0,82.01733,0.49621034,35.709652,41.0,1021.5195,0.022958603,0.017829457,0.0,0.06232972,May,1,2,3,2,New_Visitor,False,False
5.0,44.75,3.0,51.5,107.0,3074.8528,0.015454545,0.043039773,0.0,0.0,Nov,2,2,3,1,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,4.0,1176.0029,0.0,0.05,0.0,0.0,Dec,2,2,9,2,Returning_Visitor,False,False
0.0,82.01733,0.0,35.709652,41.0,1423.8334,0.007317073,0.030243902,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,False,False
2.2683165,82.01733,3.0,522.1667,31.66452,3410.6975,0.001495726,0.002839575,0.0,0.0,May,2,2,1,2,Returning_Visitor,False,False
2.2683165,11.5,0.0,0.0,19.0,887.8,0.008823529,0.043039773,5.992809,0.0,Nov,3,2,1,3,Returning_Visitor,False,False
8.0,221.33,2.0,70.6,63.0,5245.278,0.002739726,0.043039773,0.0,0.0,Nov,2,2,3,1,Returning_Visitor,False,False
2.2683165,245.46666,0.0,0.0,57.0,1176.0029,0.006896552,0.030172413,0.0,0.0,May,4,2,3,6,Returning_Visitor,False,False
2.0,82.01733,0.0,0.0,36.0,1445.6,0.022958603,0.036190476,0.0,1.0,May,3,3,1,2,Returning_Visitor,False,False
0.0,0.0,4.0,122.5,330.0,11208.355,0.022958603,0.022913324,0.0,0.06232972,Nov,2,2,1,2,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,89.0,1176.0029,0.002528736,0.043039773,0.0,0.8,May,1,1,6,6,Returning_Visitor,False,False
5.0,82.01733,0.0,0.0,55.0,1170.711,0.006779661,0.004699538,5.992809,0.0,Nov,2,2,1,2,New_Visitor,True,False
